StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q54,pos1,pos2,pos3,pos4,pos5,inc1,inc2,inc3,inc4,neut1,neut2,neut3,neut4,neut5,Data Sharing Fundame,datashare_opinion,datashare_behavior,datashare_b_percent_1,datashare_b_first_1,datashare_b_whynot,datashare_b_whynot_17_TEXT,datashare_b_others_1,datasure_o_others_1,datasure_o_others_2,datasure_o_others_3,datasure_o_others_4,datasure_o_others_5,Preregistration Fund,prereg_opinion,prereg_behavior,prereg_b_percent_1,prereg_p_first_1,prereg_b_whynot,prereg_b_whynot_14_TEXT,prereg_b_hesitate,prereg_b_hesitate_14_TEXT,prereg_b_future,prereg_b_future_14_TEXT,prereg_b_others_1,prereg_o_others_1,prereg_o_others_2,prereg_o_others_3,prereg_o_others_4,prereg_o_others_5,Q4,OA_opinion,OA_behavior,OA_b_percent_1,OA_b_when_1,OA_b_whynot,OA_b_whynot_12_TEXT,OA_b_hesitate,OA_b_hesitate_12_TEXT,OA_b_future,OA_b_future_12_TEXT,OA_b_others_1,OA_o_others_1,OA_o_others_2,OA_o_others_3,OA_o_others_4,OA_o_others_5,Q14,replication_opinion,replication_behavior,replication_b_percen_1,replication_b_when_1,replication_b_whynot,replication_b_whynot_13_TEXT,rep_b_hesitate,rep_b_hesitate_13_TEXT,rep_b_future,rep_b_future_13_TEXT,rep_b_others_1,rep_o_others_1,rep_o_others_2,rep_o_others_3,rep_o_others_4,rep_o_others_5,years,gender,gender_3_TEXT,identifyResearch,identifyScience,discipline,qualquant,method,qualquantField_1,qualquantField_2,comments
12/10/25 9:56,12/10/25 10:07,IP Address,*******,100,694,TRUE,12/10/25 10:07,R_5QK4gDAoRWzDjKX,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Neither in favor nor against,No,,,"It was too time consuming,I was nervous that someone would discover a mistake,I didn't want to have to update the data with fixes",,30,19,31,32,18,0,,In favor,No,,,"It was too time consuming,I was unfamiliar with the practice,My collaborators were opposed to doing it,I was worried it would reduce publishability of my findings",,,,,,30,20,20,30,15,15,,Very much in favor,No,,,"I didn’t have sufficient resources available,My collaborators were opposed to doing it,Journal policy prevented it",,,,,,50,25,50,25,0,0,,Very much in favor,Yes,5,2025,,,"It was too time consuming,I didn’t have sufficient resources available,Given the nature of the research, it was impossible",,,,10,20,30,45,5,0,9,Woman,,A moderate amount,A little,Clinical Psychology and neuroscience,Quantitative,"Cross sectional, longitudinal ",30,70,
12/10/25 9:53,12/10/25 10:07,IP Address,*******,100,845,TRUE,12/10/25 10:07,R_5m1TJkwDtiNIjj0,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Very much in favor,Yes,100,2025,,,50,25,45,10,10,10,,In favor,No,,,"I was unfamiliar with the practice,It didn’t seem relevant for my work,I didn’t think it was important",,,,,,10,10,20,70,0,0,,Very much in favor,Yes,100,2025,,,I didn’t have sufficient resources available,,,,60,95,5,0,0,0,,Very much in favor,Yes,100,2025,,,,,,,50,70,10,10,10,0,6,Woman,,A great deal,A great deal,Biological Anthropology,Quantitative,"bioinformatics, genetics, phylogenomics",35,65,
12/10/25 9:49,12/10/25 10:08,IP Address,*******,100,1164,TRUE,12/10/25 10:08,R_5i893EYe9iq0sgm,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,Neither in favor nor against,I do not have a scholarly work that used data,,,,,30,19,81,0,0,0,,In favor,I do not have a scholarly work reporting studies,,,,,,,Other:,"I don't use data and I am not experimentalist; I am political theorist with opinions on the ""scientific"" perception political scientists have ",20,65,35,0,0,0,,Very much in favor,No,,,Other:,"I cannot answer this question because I am not a ""scientist"" in the sense here used",,,,,,0,0,0,57,43,,In favor,I do not have a scholarly work reporting relevant research,,,,,,,Other:,I have no idea on these problems because I am not a scientist in the way here defined,9,30,70,0,0,0,"I am not a ""scientist"" -- as a scholar I have been working 50 years",Woman,,A little,A little,Political and Social Science,Qualitative,"Very rarely, I use data (ethnographic); I don't use bi data",90,10,"It seems to me that this hyper-scientific approach to social and political ""facts"" (past and present) dissolves the value of political concepts, behavior, and evaluation. Finally, scientists tend to avoid clarity about political principles, which exposes them to capture by ""big"" actors in the socio-economic environment. We need a critical mind, not a neutralist one (in a domain that has no neutrality)"
12/10/25 9:59,12/10/25 10:09,IP Address,*******,100,618,TRUE,12/10/25 10:09,R_6CThjvTN9Ws1See,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,,Very much in favor,Yes,70,2020,,,65,10,30,20,30,10,,In favor,No,,,Other:,My most recent work was a theory paper for which pre-registration is irrelevant. I do preregister experimental studies and some observational surveys.,,,,,30,20,25,10,20,25,,Very much in favor,Yes,70,2020,,,"I didn’t have sufficient resources available,Journal policy almost prevented it",,,,70,80,20,0,0,0,,In favor,Yes,15,2020,,,I won’t be rewarded for it,,,,15,10,20,30,30,10,11,Woman,,A lot,A moderate amount,Political Science,Quantitative,"experimental design, surveys, observational research designs, formal theory",40,60,
12/10/25 9:55,12/10/25 10:09,IP Address,*******,100,867,TRUE,12/10/25 10:09,R_6pu1SjVlYnqw5Fv,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,,Neither in favor nor against,Yes,18,2019,,,14,22,28,16,6,28,,Neither in favor nor against,I do not have a scholarly work reporting studies,,,,,,,"I am unfamiliar with the practice,It doesn’t seem relevant for my work",,5,7,3,90,0,0,,Very much in favor,Yes,13,2021,,,"Journal policy almost prevented it,Other:",We had to pay a fee to make it open access.,,,27,50,20,14,10,6,,Neither in favor nor against,I do not have a scholarly work reporting relevant research,,,,,,,It doesn’t seem relevant for my work,,,0,6,68,26,0,10,Man,,A moderate amount,Not at all,Sociology,Qualitative,"Historical, interpretive",44,56,"""Sociology"" as a whole may be a little idiosyncratic of a discipline for a survey of this sort. I'm not sure how useful these responses (mine and other sociologists) will be will be if the survey results are going to be aggregated with non social science disciplines. "
12/10/25 9:40,12/10/25 10:10,IP Address,*******,100,1799,TRUE,12/10/25 10:10,R_6SlzwZEi88ziibh,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,Against,No,,,I didn't want others to use the data for their own research,,10,20,20,20,20,20,,Very much against,No,,,"It was too time consuming,It was too difficult,I didn’t want others to use my plans for their own research,I didn’t perceive my field to be in favor of this,I was unfamiliar with the practice,I won’t be rewarded for it",,,,,,0,0,10,30,45,15,,Very much in favor,No,,,"I didn’t have sufficient resources available,Journal policy prevented it",,,,,,25,40,30,25,5,0,,Very much in favor,No,,,"I didn’t perceive my field to be in favor of this,Given the nature of the research, it was not possible,I won’t be rewarded for it,I couldn’t access the necessary data, materials, or code",,,,,,3,5,35,40,20,0,10,Woman,,A moderate amount,A moderate amount,Sociology,Qualitative,"Interviews, participant observation, ethnography, quantitative modeling",60,40,"I think there's a distinction between publishing replicating studies versus having data available for replication. In my field we are not rewarded for replication, but it is strongly advised that quantitative scholars should be prepared to make data available if requested for replication. Additionally, publishing code for quantitative work is normative so reviewers and editors can check for errors; publishing data is not."
12/10/25 10:05,12/10/25 10:10,IP Address,*******,100,353,TRUE,12/10/25 10:10,R_61p3lGgeF9v9J5X,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,In favor,Yes,100,2023,,,91,80,20,0,0,0,,Neither in favor nor against,No,,,"It didn’t seem relevant for my work,I didn’t think it was important",,,,,,40,0,75,25,0,0,,Neither in favor nor against,No,,,"I didn’t think it was important,I didn’t have sufficient resources available",,,,,,80,0,60,40,0,0,,In favor,No,,,"Given the nature of the research, it was not possible",,,,,,71,0,80,20,0,0,7,Woman,,A little,A lot,Educational Psychology,Quantitative,Experimental design/intervention,70,30,
12/10/25 10:00,12/10/25 10:10,IP Address,*******,100,598,TRUE,12/10/25 10:10,R_7Ykt4MR4c6zPFS1,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Very much in favor,Yes,36,1988,,,47,19,47,0,34,0,,Neither in favor nor against,No,,,I didn’t want others to use my plans for their own research,,,,,,2,34,15,0,31,20,,Very much in favor,No,,,I didn’t have sufficient resources available,,,,,,18,100,0,0,0,0,,Very much in favor,Yes,38,2020,,,I was unfamiliar with the practice,,,,41,29,41,30,0,0,7,Woman,,A lot,A lot,Political Science,Quantitative,experiment,59,41,
12/10/25 10:03,12/10/25 10:11,IP Address,*******,100,502,TRUE,12/10/25 10:11,R_1JCWd0Y2dTUjPjL,*******,*******,*******,*******,*******,*******,email,EN,Yes,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,,Very much in favor,Yes,75,2023,,,48,100,0,0,0,0,,In favor,No,,,It didn’t seem relevant for my work,,,,,,0,65,35,0,0,0,,Very much in favor,Yes,100,2023,,,,,,,100,100,0,0,0,0,,In favor,No,,,"Given the nature of the research, it was not possible,It didn’t seem relevant for my work",,,,,,0,0,0,100,0,0,4,Man,,A moderate amount,A moderate amount,Econometrics,Quantitative,Theoretical research,0,100,
12/10/25 10:05,12/10/25 10:11,IP Address,*******,100,344,TRUE,12/10/25 10:11,R_7y3LjcH9CAYdKzc,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Very much in favor,I do not have a scholarly work that used data,,,,,45,35,30,20,15,0,,Very much in favor,I do not have a scholarly work reporting studies,,,,,,,,,20,15,35,30,15,5,,Very much in favor,I have not published a scholarly work,,,,,,,,,55,40,40,20,0,0,,Very much in favor,I do not have a scholarly work reporting relevant research,,,,,,,"Given the nature of the research, it won’t be possible,I won’t be rewarded for it,I won’t be able to access the necessary data, materials, or code",,10,30,45,20,5,0,5,Man,,A great deal,A great deal,Political science,Quantitative,Experiments and observational causal inference,40,60,
12/10/25 10:02,12/10/25 10:12,IP Address,*******,100,590,TRUE,12/10/25 10:12,R_52daVKtWhVXqjOF,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,Very much in favor,Yes,35,2018,,,40,25,40,25,5,5,,Very much in favor,Yes,50,2018,,,"It was too time consuming,It was too difficult,I was nervous that someone would discover a mistake",,,,50,50,25,15,5,5,,Very much in favor,No,,,"I didn’t have sufficient resources available,I won’t be rewarded for it",,,,,,50,15,20,50,10,5,,In favor,No,,,"It was too time consuming,I won’t be rewarded for it",,,,,,25,23,50,20,5,2,20,Woman,,A great deal,A great deal,Psychology,Quantitative,"Experimental design, longitudinal correlational design",5,95,"In the question about what percentage of researchers in my field would respond a certain way, the last two items included prefilled numbers that were not zero. I'm not sure if this was intentional or a mistake. "
12/10/25 10:02,12/10/25 10:12,IP Address,*******,100,619,TRUE,12/10/25 10:12,R_51iKGlGNvWJucW3,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,Very much in favor,Yes,90,2022,,,90,20,80,0,0,0,,No opinion,No,,,"I was unfamiliar with the practice,It didn’t seem relevant for my work",,,,,,2,0,0,95,5,0,,Very much in favor,No,,,I didn’t have sufficient resources available,,,,,,40,85,15,0,0,0,,No opinion,No,,,"I was unfamiliar with the practice,Given the nature of the research, it was not possible,It didn’t seem relevant for my work","I'm a social scientist (anthropologist) so it is impossible to replicate data collected through ethnography. We use other tactics, like member validation, to assess the reliability of our data and analysis",,,,,2,0,0,0,5,95,5,Woman,,A lot,A moderate amount,Medical Anthropology,Qualitative,"Ethnography, community-based participatory research, photovoice",75,25,"It is weird how some of the proportion questions (where the number has to add up to 100) load pre-filled with numbers (ex: one of them had 19 for the most positive affirmation, and 81 for the next most positive). I don't know if this is a mistake or on purpose, but wanted to flag in case there's an issue with your software and it could bias your data!"
12/10/25 9:50,12/10/25 10:14,IP Address,*******,100,1450,TRUE,12/10/25 10:14,R_5qX40PxvRg9yxpI,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,In favor,I do not have a scholarly work that used data,,,,,60,30,20,20,15,15,,Neither in favor nor against,I do not have a scholarly work reporting studies,,,,,,,I am unfamiliar with the practice,,20,10,20,20,30,20,,Very much in favor,I have not published a scholarly work,,,,,,,I am unfamiliar with the practice,,80,50,30,15,3,2,,In favor,I do not have a scholarly work reporting relevant research,,,,,,,I am unfamiliar with the practice,,50,40,30,15,10,5,2,Woman,,A moderate amount,A moderate amount,Master's in Agricultural Economics,Quantitative,survey data collection and qualitative analysis,40,60,
12/10/25 10:03,12/10/25 10:14,IP Address,*******,100,631,TRUE,12/10/25 10:14,R_6jlhQV2Rp1PVruZ,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,In favor,I do not have a scholarly work that used data,,,,,40,30,30,0,40,0,,Very much in favor,I do not have a scholarly work reporting studies,,,,,,,I am unfamiliar with the practice,,20,25,45,30,0,0,,Very much in favor,Yes,100,2024,,,,,,,50,60,30,10,0,0,,Very much in favor,I do not have a scholarly work reporting relevant research,,,,,,,"I won’t be able to access the necessary data, materials, or code,The editor/reviewers will make me remove it",,40,20,40,10,30,0,6 years,Woman,,A moderate amount,A little,Psychology,Qualitative,"Experimental, correlational, theoretical",70,30,
12/10/25 10:04,12/10/25 10:15,IP Address,*******,100,656,TRUE,12/10/25 10:15,R_11ZwxpilCpc2L7x,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,In favor,Yes,85,2023,,,45,10,35,12,40,3,,Very much in favor,Yes,80,2021,,,Other:,Was brought onto projects after research process had begun,,,45,25,45,15,10,5,,Very much in favor,No,,,Other:,Cost prohibitive,,,,,25,25,60,8,5,2,,In favor,No,,,"Given the nature of the research, it was not possible,It didn’t seem relevant for my work,I couldn’t access the necessary data, materials, or code",,,,,,35,10,40,30,15,5,8,Woman,,A lot,A moderate amount,Psychology (Legal emphasis),Quantitative,Experimental design (surveys/laboratory experiments),80,20,
